text,gloss
বৃক্ষ আমাদের পরিবেশকে সুন্দর করে তোলে।,বৃক্ষ আমাদের পরিবেশ সুন্দর করা
দুর্গাপূজা বাংলাদেশের একটি প্রধান উৎসব।,দুর্গাপূজা বাংলাদেশ প্রধান উৎসব হওয়া
সে অনেক পুরস্কার পেয়েছে।,সে অনেক পুরস্কার পাওয়া
মোবাইল অ্যাপ্লিকেশন আমাদের জীবনকে সহজ করে তোলে।,মোবাইল অ্যাপ্লিকেশন আমাদের জীবন সহজ করা
আমি সুস্থ থাকতে চাই।,আমি সুস্থ থাকতে চাই
তুমি তোমার বাড়ির কাজ শেষ করেছো?,তুমি বাড়ির কাজ শেষ করা?
আমি রাতে দেরি করে ঘুমাই।,আমি রাতে দেরি ঘুমানো
আমার পাড়ার মানুষজন অনেক সহানুভূতিশীল।,আমার পাড়া মানুষজন সহানুভূতিশীল থাকা
পরিবেশ রক্ষায় আমাদের সচেতন হতে হবে।,পরিবেশ রক্ষা আমাদের সচেতন হওয়া লাগবে
বনে গাছপালা দ্রুত বাড়ছে।,বন গাছপালা দ্রুত বাড়ছে
বন্ধুদের সাথে সময় কাটানো ভালো লাগে।,বন্ধু সাথে সময় কাটানো ভালো লাগা
আমি আজ খুব খুশি অনুভব করছি।,আমি আজ খুব খুশি অনুভব করা
সমাজে সবাই মিলে কাজ করতে হবে।,সমাজ সবাই একসাথে কাজ করা দরকার
খবর নিয়ে আলোচনা হচ্ছে।,খবর আলোচনা হচ্ছে
ভিডিও গেম খেলা অনেক শিশুর পছন্দ।,অনেক শিশু ভিডিও গেম খেলা পছন্দ
স্কুল শেষে তুমি কী করো?,স্কুল শেষ তুমি কী করা ?
তুমার জ্বর হলে বিশ্রাম নিতে হবে।,তুমার জ্বর হলে বিশ্রাম নেওয়া দরকার
আমার একটি পোষা কুকুর আছে।,আমার পোষা কুকুর থাকা
তুমি কি তোমার বাড়ির কাজ শেষ করেছো?,তুমি বাড়ির কাজ শেষ করা?
আমার পরিবারে চারজন সদস্য আছে।,আমার পরিবার চারজন সদস্য থাকা
আমি ফোনে অনেক অ্যাপ ব্যবহার করি।,আমি ফোনে অনেক অ্যাপ ব্যবহার করা
