text,gloss
আমি আমার নতুন ল্যাপটপে কোড লিখছি।,আমি আমার নতুন ল্যাপটপ কোড লিখি।
তুমি ফেসবুকে খুব বেশি সময় দিচ্ছ বলে মা চিন্তা করছে।,তুমি ফেসবুক খুব বেশি সময় দেওয়া মা চিন্তা করা।
নদীর ধারে আজ পাখিরা খুব সুন্দর ডাকছে।,নদীর ধারে আজ পাখি খুব সুন্দর ডাকা।
আন্তর্জাতিক সংবাদে দেখা গেল দুটি দেশ নতুন বাণিজ্যচুক্তি সই করেছে।,আন্তর্জাতিক সংবাদ দেখা যাওয়া দুটি দেশ নতুন বাণিজ্য চুক্তি সই করা।
আমাদের এলাকায় আজ দুর্গাপূজার প্রস্তুতি চলছে।,আমাদের এলাকা আজ দুর্গা পূজার প্রস্তুতি চলা।
আমি প্রতিদিন সকালে হাঁটতে যাই।,আমি প্রতিদিন সকাল হাঁটা যাওয়া।
তুমি কি আজ একটু ক্লান্ত বোধ করছ?,তুমি আজ একটু ক্লান্ত বোধ করা কি?
সে আগামী বছর বিদেশে উচ্চশিক্ষা নিতে যাবে।,সে আগামী বছর বিদেশে উচ্চ শিক্ষা নিতে যাওয়া।
আমরা বইমেলায় নতুন উপন্যাস কিনেছিলাম।,আমরা বইমেলায় নতুন উপন্যাস কেন।
আপনি চাইলে এখানে বসে বিশ্রাম নিতে পারেন।,আপনি চাওয়া এখানে বসা বিশ্রাম নিতে পারা।
শিশুটি খেলা করতে করতে হঠাৎ কান্না শুরু করল।,শিশু খেলা করা করে হঠাৎ কান্না শুরু করা।
আমি আজ রাতে ভাতের সঙ্গে ডাল রান্না করব।,আমি আজ রাত ভাত সঙ্গে ডাল রান্না করা।
তুমি কি কখনো পাহাড়ে ট্রেকিং করতে গেছ?,তুমি কখনও পাহাড় ট্র্যাকিং করতে যাওয়া কি?
সে গত সপ্তাহে তার চাকরি বদলেছে।,সে গত সপ্তাহ তার চাকরি বদলায়।
আমরা দলগতভাবে একটি গবেষণা প্রকল্প লিখছি।,আমরা দলগত ভাবে একটা গবেষণা প্রবন্ধ লেখা।
